date,tn_energy_gwh,kerala_energy_gwh,karnataka_energy_gwh,ap_energy_gwh,sr_max_demand_mw,sr_demand_met_mw,sr_peak_shortage_mw,sr_energy_gwh,sr_wind_gwh,sr_solar_gwh,india_energy_gwh
2019-11-29,264.7,74.2,195.3,167.7,40614.0,37410.0,0.0,878.0,48.0,64.29,3246.0
2019-11-30,250.0,72.0,190.9,170.0,39492.0,35990.0,0.0,857.0,44.0,64.04,3227.0
2019-12-01,211.8,64.2,162.3,151.7,34786.0,32015.0,0.0,755.0,33.0,37.49,3025.0
2019-12-02,230.6,70.0,167.4,151.6,37003.0,35163.0,0.0,783.0,39.0,35.29,3127.0
2019-12-03,242.5,69.8,165.0,152.6,38532.0,36249.0,0.0,792.0,52.0,38.77,3167.0
2019-12-04,251.7,70.2,172.9,153.2,39248.0,36574.0,0.0,820.0,63.0,62.04,3212.0
2019-12-05,254.2,69.8,174.5,156.4,39387.0,36745.0,0.0,834.0,48.0,62.84,3252.0
2019-12-06,257.7,68.7,179.9,156.0,40421.0,36493.0,99.0,850.0,62.0,60.86,3269.0
2019-12-07,250.4,69.8,177.1,155.0,39269.0,36547.0,82.0,841.0,41.0,67.65,3235.0
2019-12-08,229.0,64.7,169.7,150.3,35801.0,33696.0,83.0,795.0,37.0,55.95,3118.0
2019-12-09,258.0,70.6,184.5,155.9,39856.0,38340.0,0.0,858.0,45.0,75.37,3253.0
2019-12-10,274.8,71.5,188.0,159.7,40969.0,38185.0,0.0,888.0,37.0,74.08,3335.0
2019-12-11,278.4,72.5,196.1,163.0,41630.0,38836.0,0.0,910.0,24.0,76.58,3360.0
2019-12-12,287.5,72.6,196.6,160.7,42590.0,38332.0,0.0,921.0,31.0,79.91,3291.0
2019-12-13,283.2,72.4,204.2,159.3,44592.0,38311.0,0.0,926.0,36.0,81.67,3132.0
2019-12-14,256.1,70.4,197.7,156.6,42336.0,36731.0,0.0,888.0,37.0,64.63,3189.0
2019-12-15,223.8,63.4,178.7,154.2,38413.0,33994.0,0.0,826.0,40.0,71.91,3075.0
2019-12-16,255.2,68.7,195.5,155.9,42541.0,38293.0,0.0,887.0,41.0,83.37,3200.0
2019-12-17,266.2,67.1,198.9,158.2,43102.0,39222.0,0.0,906.0,57.0,73.16,3273.0
2019-12-18,270.6,69.8,196.4,160.2,44135.0,38637.0,0.0,916.0,55.0,65.29,3315.0
2019-12-19,274.3,71.2,202.9,166.5,43904.0,39306.0,0.0,938.0,63.0,75.88,3357.0
2019-12-20,281.8,71.7,204.9,167.6,45670.0,39188.0,0.0,947.0,32.0,69.57,3404.0
2019-12-21,268.8,70.0,202.6,167.4,45235.0,38839.0,0.0,932.0,48.0,74.46,3381.0
2019-12-22,254.8,64.7,192.6,164.8,41907.0,36290.0,0.0,900.0,47.0,77.42,3294.0
2019-12-23,277.7,71.9,203.7,166.1,45829.0,38618.0,0.0,945.0,44.0,70.92,3420.0
2019-12-24,285.9,72.5,209.0,167.7,46530.0,39385.0,0.0,965.0,38.0,76.89,3456.0
2019-12-25,261.1,66.9,204.1,164.5,44318.0,37738.0,0.0,929.0,37.0,73.2,3416.0
2019-12-26,272.4,72.7,207.2,168.2,48582.0,39550.0,0.0,950.0,19.0,65.39,3439.0
2019-12-27,271.4,74.4,211.6,172.6,46574.0,39097.0,0.0,963.0,22.0,75.62,3468.0
2019-12-28,276.3,73.6,208.1,170.1,44758.0,38016.0,0.0,943.0,41.0,75.13,3439.0
2019-12-29,259.2,66.5,193.3,163.0,42395.0,35824.0,0.0,893.0,38.0,76.57,3346.0
2019-12-30,268.3,72.7,206.3,164.6,44383.0,38024.0,0.0,922.0,40.0,77.11,3449.0
2019-12-31,285.2,73.6,212.2,170.1,46002.0,38605.0,0.0,952.0,29.0,68.46,3480.0
2020-01-01,270.3,73.4,205.3,165.2,45046.0,36574.0,0.0,922.0,36.0,72.66,3380.0
2020-01-02,286.8,75.4,212.4,167.4,46129.0,40058.0,0.0,950.0,24.0,71.37,3383.0
2020-01-03,298.3,75.4,217.5,171.2,46349.0,40722.0,0.0,964.0,18.0,72.82,3390.0
2020-01-04,294.2,74.9,217.4,166.4,45248.0,39977.0,0.0,952.0,14.0,75.11,3388.0
2020-01-05,279.2,68.2,201.0,160.8,44155.0,37187.0,0.0,906.0,25.0,73.03,3271.0
2020-01-06,290.7,73.7,213.2,161.9,46524.0,40059.0,0.0,948.0,55.0,63.92,3397.0
2020-01-07,291.7,74.4,215.4,161.3,47471.0,39584.0,0.0,959.0,46.0,63.26,3442.0
2020-01-08,298.3,66.7,216.7,166.8,46290.0,38755.0,0.0,965.0,35.0,77.1,3391.0
2020-01-09,298.3,73.0,225.6,168.6,47068.0,41486.0,0.0,984.0,22.0,80.6,3403.0
2020-01-10,298.5,73.4,226.8,171.5,45246.0,39733.0,0.0,988.0,45.0,83.16,3455.0
2020-01-11,298.1,70.9,222.3,171.3,44389.0,39669.0,0.0,982.0,47.0,87.37,3457.0
2020-01-12,279.3,63.2,207.3,170.8,42406.0,37054.0,0.0,937.0,41.0,90.81,3364.0
2020-01-13,294.7,69.3,222.7,170.4,46174.0,39455.0,0.0,975.0,12.0,93.97,3421.0
2020-01-14,287.0,70.4,230.7,166.7,46617.0,37949.0,0.0,973.0,21.0,94.28,3376.0
2020-01-15,238.5,70.2,220.5,156.0,43453.0,33512.0,0.0,893.0,37.0,97.28,3301.0
2020-01-16,227.2,70.1,227.3,153.7,42210.0,35476.0,0.0,884.0,22.0,96.22,3265.0
2020-01-17,246.6,71.4,233.0,167.5,45589.0,38222.0,0.0,934.0,23.0,91.3,3349.0
2020-01-18,262.1,72.3,228.3,169.5,44966.0,37363.0,0.0,948.0,34.0,80.43,3377.0
2020-01-19,246.7,67.8,192.3,170.2,43622.0,35787.0,0.0,892.0,23.0,80.31,3270.0
2020-01-20,283.0,73.3,233.6,177.3,46940.0,39737.0,0.0,986.0,38.0,86.88,3459.0
2020-01-21,294.0,75.7,233.8,180.6,47600.0,40218.0,0.0,1008.0,58.0,93.14,3527.0
2020-01-22,297.4,74.9,234.8,182.4,47686.0,40671.0,0.0,1013.0,73.0,89.64,3534.0
2020-01-23,302.3,76.0,233.2,184.3,47912.0,40765.0,0.0,1022.0,64.0,77.67,3544.0
2020-01-24,300.3,76.3,233.6,182.8,48818.0,40346.0,0.0,1018.0,52.0,90.83,3576.0
2020-01-25,299.5,74.0,228.6,183.0,47195.0,41165.0,0.0,1006.0,30.0,89.48,3567.0
2020-01-26,270.3,65.3,214.7,178.7,43795.0,36467.0,0.0,943.0,22.0,89.05,3347.0
2020-01-27,296.7,72.1,228.3,182.9,47469.0,41258.0,0.0,1002.0,26.0,89.84,3507.0
2020-01-28,307.0,74.2,233.3,187.8,49151.0,41720.0,75.0,1028.0,23.0,78.95,3548.0
2020-01-29,302.4,75.0,235.8,191.0,47414.0,41823.0,0.0,1032.0,19.0,77.79,3534.0
2020-01-30,308.0,74.1,239.4,191.8,48461.0,42411.0,0.0,1040.0,18.0,95.66,3553.0
2020-01-31,314.3,75.0,240.7,190.0,48497.0,42519.0,0.0,1052.0,19.0,95.62,3580.0
2020-02-01,306.3,73.7,233.8,188.6,48717.0,41290.0,0.0,1021.0,34.0,90.08,3524.0
2020-02-02,282.7,67.0,217.7,182.7,45711.0,38725.0,0.0,962.0,43.0,77.19,3421.0
2020-02-03,298.9,73.3,233.6,184.4,47649.0,42415.0,0.0,1006.0,33.0,85.81,3548.0
2020-02-04,311.3,74.3,233.9,180.6,47649.0,41794.0,0.0,1023.0,34.0,85.57,3590.0
2020-02-05,311.0,75.6,239.1,184.6,49705.0,41918.0,0.0,1047.0,29.0,85.32,3609.0
2020-02-06,312.9,75.4,239.5,189.5,49085.0,43633.0,0.0,1051.0,26.0,92.15,3632.0
2020-02-07,314.7,75.4,238.3,188.1,49931.0,41389.0,0.0,1051.0,28.0,85.95,3636.0
2020-02-08,314.6,73.4,230.7,187.4,49742.0,40929.0,0.0,1034.0,20.0,69.62,3596.0
2020-02-09,295.9,67.0,214.3,180.5,44591.0,38522.0,0.0,958.0,27.0,76.14,3439.0
2020-02-10,304.3,73.8,231.5,180.7,47862.0,42783.0,0.0,990.0,59.0,73.32,3552.0
2020-02-11,310.0,75.1,233.9,184.5,48407.0,41866.0,0.0,1022.0,73.0,76.1,3645.0
2020-02-12,311.9,76.0,237.7,186.4,49077.0,41743.0,0.0,1037.0,70.0,78.94,3666.0
2020-02-13,315.1,78.2,240.9,187.8,49421.0,42259.0,0.0,1053.0,41.0,88.89,3671.0
2020-02-14,324.0,77.6,244.6,189.0,49260.0,47376.0,0.0,1069.0,19.0,101.94,3669.0
2020-02-15,307.8,78.5,242.0,189.7,49006.0,43879.0,0.0,1062.0,13.0,100.66,3655.0
2020-02-16,296.6,71.9,225.3,189.7,46107.0,40248.0,0.0,1026.0,45.0,102.14,3571.0
2020-02-17,311.3,77.3,240.0,193.5,48913.0,44155.0,0.0,1076.0,52.0,103.62,3699.0
2020-02-18,317.5,77.4,244.1,197.3,51186.0,44958.0,0.0,1096.0,40.0,103.03,3745.0
2020-02-19,321.5,76.5,247.8,198.1,50932.0,44640.0,0.0,1106.0,46.0,102.83,3757.0
2020-02-20,319.1,75.3,246.6,197.4,51036.0,44950.0,0.0,1096.0,76.0,102.03,3718.0
2020-02-21,314.8,74.7,243.4,194.6,51878.0,48365.0,0.0,1089.0,69.0,95.69,3599.0
2020-02-22,316.4,76.9,236.8,194.6,50708.0,48656.0,0.0,1084.0,73.0,96.22,3609.0
2020-02-23,291.0,71.1,230.0,191.3,49232.0,42281.0,0.0,1040.0,68.0,100.84,3506.0
2020-02-24,311.6,77.6,242.7,195.0,51259.0,50436.0,0.0,1090.0,49.0,90.44,3617.0
2020-02-25,323.8,79.3,250.1,197.6,52565.0,44829.0,0.0,1114.0,30.0,85.03,3634.0
2020-02-26,325.6,79.7,249.6,201.2,51755.0,44973.0,0.0,1117.0,42.0,93.29,3632.0
2020-02-27,328.3,80.6,252.0,199.0,52586.0,45339.0,0.0,1117.0,44.0,92.12,3630.0
2020-02-28,329.1,80.5,253.3,200.7,52999.0,44622.0,0.0,1125.0,57.0,93.28,3683.0
2020-02-29,326.4,79.2,248.0,200.8,52405.0,43905.0,0.0,1118.0,46.0,91.46,3587.0
2020-03-01,302.8,71.9,224.3,194.0,48004.0,40122.0,0.0,1048.0,37.0,91.63,3378.0
2020-03-02,323.0,78.9,237.2,195.3,51170.0,44448.0,0.0,1090.0,19.0,84.65,3565.0
2020-03-03,334.0,79.9,245.1,195.9,51794.0,44904.0,0.0,1117.0,23.0,82.52,3635.0
2020-03-04,337.3,80.0,244.5,201.2,52108.0,45593.0,0.0,1125.0,33.0,88.1,3591.0
2020-03-05,336.3,79.2,251.9,199.5,53240.0,44438.0,0.0,1122.0,31.0,86.41,3533.0
2020-03-06,339.7,79.4,248.5,194.7,51557.0,44548.0,0.0,1115.0,42.0,86.65,3387.0
2020-03-07,332.2,79.5,247.7,185.7,50426.0,43643.0,0.0,1091.0,19.0,80.09,3410.0
2020-03-08,309.7,73.9,237.4,182.4,47277.0,40918.0,0.0,1037.0,19.0,76.68,3349.0
2020-03-09,328.5,80.3,253.3,187.7,50335.0,43644.0,0.0,1078.0,23.0,72.98,3383.0
2020-03-10,326.4,81.1,248.6,189.2,49599.0,42618.0,0.0,1075.0,25.0,99.17,3084.0
2020-03-11,333.6,82.6,255.2,192.3,52135.0,44839.0,0.0,1106.0,19.0,85.99,3217.0
2020-03-12,340.6,82.9,257.9,197.4,53110.0,45354.0,0.0,1123.0,23.0,87.34,3391.0
2020-03-13,341.5,82.5,259.2,200.0,52705.0,44814.0,0.0,1125.0,33.0,94.5,3434.0
2020-03-14,339.2,81.6,253.5,198.5,51771.0,44391.0,0.0,1117.0,34.0,91.42,3413.0
2020-03-15,311.7,75.6,239.0,196.1,48424.0,41756.0,0.0,1064.0,45.0,94.26,3316.0
2020-03-16,337.6,83.0,255.6,201.2,52332.0,45255.0,0.0,1127.0,41.0,92.85,3494.0
2020-03-17,346.2,84.5,256.9,205.1,52724.0,45097.0,0.0,1148.0,53.0,99.76,3586.0
2020-03-18,347.2,84.7,256.0,204.3,53465.0,45875.0,0.0,1157.0,31.0,101.04,3605.0
2020-03-19,345.6,85.3,258.6,201.3,52928.0,45593.0,0.0,1147.0,17.0,93.46,3594.0
2020-03-20,348.3,84.5,251.1,198.5,52829.0,44241.0,0.0,1128.0,30.0,92.59,3565.0
2020-03-21,339.8,81.7,244.8,192.9,51293.0,43591.0,0.0,1104.0,25.0,100.22,3495.0
2020-03-22,276.5,69.9,226.4,176.7,44261.0,37047.0,0.0,975.0,19.0,91.79,3030.0
2020-03-23,302.6,75.3,238.3,181.4,49943.0,39726.0,0.0,1030.0,23.0,93.75,3113.0
2020-03-24,290.7,69.9,231.2,175.4,46618.0,36450.0,0.0,983.0,25.0,96.0,2975.0
2020-03-25,256.3,66.7,214.9,162.1,43042.0,34405.0,0.0,911.0,35.0,96.57,2777.0
2020-03-26,245.9,65.7,213.6,159.7,42426.0,34956.0,0.0,891.0,40.0,96.74,2652.0
2020-03-27,244.7,66.6,217.4,160.4,41981.0,34632.0,0.0,896.0,47.0,97.14,2592.0
2020-03-28,244.5,67.5,214.6,161.0,42125.0,35205.0,0.0,900.0,39.0,98.22,2629.0
2020-03-29,242.7,67.8,215.7,160.4,42523.0,34504.0,0.0,897.0,40.0,94.51,2640.0
2020-03-30,244.1,69.3,218.2,162.7,43001.0,35562.0,0.0,902.0,38.0,95.76,2665.0
2020-03-31,245.2,70.2,221.6,164.2,42849.0,35444.0,0.0,910.0,36.0,97.67,2705.0
2020-04-01,243.9,70.3,220.7,163.7,42349.0,34817.0,0.0,903.0,31.0,90.17,2731.0
2020-04-02,246.5,71.4,226.7,165.8,42789.0,35880.0,0.0,917.0,30.0,94.71,2787.0
2020-04-03,250.2,71.4,226.2,165.2,42377.0,35066.0,0.0,911.0,32.0,92.64,2794.0
2020-04-04,250.6,71.7,228.8,163.2,41525.0,35012.0,0.0,908.0,26.0,88.61,2791.0
2020-04-05,245.5,65.5,214.5,162.0,42272.0,33743.0,0.0,880.0,28.0,83.68,2752.0
2020-04-06,247.0,64.7,199.8,164.1,41859.0,32884.0,0.0,860.0,25.0,83.09,2757.0
2020-04-07,235.1,62.8,182.0,160.3,39459.0,31567.0,0.0,809.0,37.0,77.08,2727.0
2020-04-08,237.5,63.8,187.8,155.6,39412.0,32373.0,0.0,815.0,27.0,88.76,2717.0
2020-04-09,224.4,64.2,186.6,130.6,36037.0,29496.0,0.0,778.0,36.0,82.52,2695.0
2020-04-10,207.8,62.9,184.1,139.7,35579.0,32272.0,0.0,765.0,33.0,90.58,2717.0
2020-04-11,222.7,66.8,197.1,148.7,36727.0,33163.0,0.0,809.0,30.0,97.06,2800.0
2020-04-12,228.2,67.9,198.4,154.9,37397.0,32737.0,0.0,822.0,30.0,88.39,2819.0
2020-04-13,239.1,70.8,206.6,158.7,38742.0,34318.0,0.0,844.0,29.0,91.43,2913.0
2020-04-14,243.8,70.8,208.4,160.9,39179.0,34656.0,0.0,856.0,40.0,92.86,2977.0
2020-04-15,248.2,70.6,217.0,163.0,42354.0,33769.0,0.0,863.0,32.0,91.94,2938.0
2020-04-16,252.5,69.5,219.8,165.0,39971.0,33969.0,0.0,870.0,28.0,90.64,2969.0
2020-04-17,254.9,71.0,219.0,166.6,40809.0,34127.0,0.0,875.0,24.0,89.4,2986.0
2020-04-18,259.0,72.1,204.4,171.0,40249.0,33529.0,0.0,865.0,29.0,92.73,2908.0
2020-04-19,253.7,69.6,196.4,168.7,37973.0,33493.0,0.0,838.0,31.0,89.76,2862.0
2020-04-20,255.6,71.7,207.4,170.6,39729.0,33392.0,0.0,856.0,34.0,88.33,2864.0
2020-04-21,255.0,71.3,207.2,169.3,39669.0,33798.0,0.0,851.0,20.0,91.81,2789.0
2020-04-22,260.5,70.7,207.9,170.1,39339.0,33629.0,0.0,857.0,25.0,89.07,2900.0
2020-04-23,261.7,70.6,205.5,170.5,39085.0,33907.0,0.0,859.0,35.0,90.62,2920.0
2020-04-24,260.8,69.9,193.5,169.4,38564.0,33085.0,0.0,845.0,50.0,83.25,2917.0
2020-04-25,259.0,70.3,198.2,159.1,38213.0,32788.0,0.0,833.0,63.0,91.44,2895.0
2020-04-26,228.7,63.9,196.3,148.6,34992.0,31019.0,0.0,782.0,31.0,89.82,2742.0
2020-04-27,230.9,66.2,201.7,150.9,36366.0,32803.0,0.0,792.0,47.0,97.66,2739.0
2020-04-28,236.3,68.5,206.8,155.8,37752.0,32150.0,0.0,804.0,32.0,85.31,2835.0
2020-04-29,221.8,65.4,184.0,142.2,35006.0,32348.0,0.0,749.0,27.0,67.57,2861.0
2020-04-30,228.8,67.7,189.7,151.3,34600.0,32071.0,0.0,783.0,29.0,84.33,2955.0
2020-05-01,234.4,67.5,189.7,151.8,35119.0,31886.0,0.0,783.0,36.0,87.21,2928.0
2020-05-02,245.3,70.5,187.9,157.9,36770.0,32676.0,0.0,805.0,32.0,94.62,2997.0
2020-05-03,250.0,69.1,184.0,163.9,36678.0,32724.0,0.0,814.0,32.0,92.73,2961.0
2020-05-04,263.3,74.0,195.8,167.5,38976.0,34676.0,0.0,852.0,31.0,95.8,3000.0
2020-05-05,271.8,72.4,204.2,170.6,40288.0,34680.0,0.0,872.0,31.0,92.93,3050.0
2020-05-06,279.6,68.1,204.0,171.9,41208.0,34588.0,0.0,877.0,43.0,83.98,3050.0
2020-05-07,281.7,69.8,205.2,171.7,41083.0,34575.0,0.0,877.0,35.0,83.15,3068.0
2020-05-08,288.1,71.3,199.3,174.8,41208.0,35805.0,0.0,886.0,22.0,83.06,3193.0
2020-05-09,292.4,72.7,205.6,177.3,41600.0,35936.0,0.0,903.0,20.0,84.33,3287.0
2020-05-10,289.3,68.6,192.6,175.6,39278.0,35290.0,0.0,873.0,28.0,83.98,3072.0
2020-05-11,303.8,72.5,199.4,180.6,42223.0,36314.0,0.0,907.0,28.0,86.19,3065.0
2020-05-12,296.7,72.2,208.4,178.7,41016.0,36456.0,0.0,911.0,23.0,94.53,3248.0
2020-05-13,296.1,72.7,214.7,180.5,42833.0,37180.0,0.0,922.0,21.0,77.3,3313.0
2020-05-14,302.7,73.2,214.5,174.5,43033.0,36998.0,0.0,927.0,26.0,80.1,3320.0
2020-05-15,303.5,71.9,209.5,181.9,44112.0,37132.0,0.0,931.0,43.0,83.02,3372.0
2020-05-16,296.5,71.2,204.1,185.5,41792.0,36537.0,0.0,917.0,49.0,73.61,3410.0
2020-05-17,277.3,63.7,192.5,177.6,38347.0,32707.0,0.0,862.0,54.0,73.23,3349.0
2020-05-18,270.5,63.3,169.2,174.1,38396.0,34074.0,0.0,834.0,105.0,66.52,3397.0
2020-05-19,274.7,65.6,174.0,164.7,36754.0,35589.0,0.0,837.0,161.0,67.77,3406.0
2020-05-20,296.7,70.1,188.0,175.5,39623.0,37137.0,0.0,898.0,173.0,81.61,3375.0
2020-05-21,302.2,71.2,196.5,186.9,41770.0,37884.0,0.0,932.0,135.0,87.06,3423.0
2020-05-22,306.5,72.4,201.3,192.3,43044.0,37842.0,0.0,954.0,123.0,84.59,3569.0
2020-05-23,311.9,74.0,201.2,195.9,42252.0,39016.0,0.0,959.0,101.0,84.73,3656.0
2020-05-24,302.2,69.7,192.6,194.0,40354.0,36510.0,0.0,938.0,116.0,83.35,3675.0
2020-05-25,306.3,75.9,200.9,191.6,43706.0,37714.0,0.0,960.0,88.0,79.25,3740.0
2020-05-26,318.9,77.4,187.3,193.5,44951.0,38044.0,0.0,962.0,91.0,79.51,3775.0
2020-05-27,324.6,77.7,187.0,194.8,45168.0,37898.0,0.0,969.0,102.0,80.46,3705.0
2020-05-28,307.0,74.3,192.1,195.4,45643.0,36896.0,0.0,957.0,94.0,82.24,3541.0
2020-05-29,298.8,69.8,192.8,193.3,44632.0,37268.0,0.0,945.0,86.0,80.27,3488.0
2020-05-30,306.6,70.5,183.5,186.4,42324.0,37211.0,0.0,919.0,56.0,72.53,3403.0
2020-05-31,288.5,63.5,168.5,184.1,39357.0,33526.0,0.0,858.0,47.0,69.65,3193.0
2020-06-01,303.3,68.3,164.5,178.2,39199.0,35541.0,0.0,861.0,51.0,70.54,3247.0
2020-06-02,305.1,65.6,155.9,172.0,39171.0,35759.0,0.0,847.0,77.0,77.82,3260.0
2020-06-03,311.9,65.6,144.6,175.3,38279.0,35499.0,0.0,845.0,87.0,72.96,3209.0
2020-06-04,319.5,66.3,166.4,174.3,40046.0,36690.0,0.0,877.0,112.0,70.74,3183.0
2020-06-05,321.4,66.4,177.3,181.6,42063.0,36543.0,0.0,904.0,109.0,80.19,3164.0
2020-06-06,299.3,64.2,175.2,186.6,39623.0,35351.0,0.0,887.0,132.0,77.82,3248.0
2020-06-07,279.2,57.1,170.2,182.6,37741.0,33990.0,0.0,848.0,150.0,71.31,3220.0
2020-06-08,302.4,64.1,187.7,184.3,41357.0,36975.0,0.0,906.0,154.0,79.38,3442.0
2020-06-09,314.5,67.9,196.2,178.8,44431.0,37011.0,0.0,931.0,159.0,78.54,3618.0
2020-06-10,310.8,66.8,194.6,167.0,41712.0,34519.0,0.0,899.0,156.0,61.62,3683.0
2020-06-11,294.2,65.3,170.8,144.6,39613.0,34756.0,0.0,821.0,168.0,38.4,3598.0
2020-06-12,289.0,64.3,165.3,140.7,36469.0,35294.0,0.0,804.0,172.0,50.81,3572.0
2020-06-13,299.3,62.7,169.9,150.4,37095.0,35547.0,0.0,835.0,169.0,61.69,3548.0
2020-06-14,287.3,56.9,162.4,161.6,35767.0,33856.0,0.0,823.0,187.0,66.77,3474.0
2020-06-15,314.2,65.2,175.8,173.0,40810.0,37686.0,0.0,891.0,199.0,69.31,3640.0
2020-06-16,321.2,66.1,178.9,169.8,40372.0,36885.0,0.0,891.0,180.0,61.41,3688.0
2020-06-17,326.3,65.7,174.3,165.0,40738.0,36829.0,0.0,882.0,167.0,58.18,3694.0
2020-06-18,322.8,64.5,176.4,166.1,39948.0,37354.0,0.0,881.0,164.0,62.9,3731.0
2020-06-19,318.6,64.2,184.4,169.9,40688.0,37857.0,0.0,895.0,150.0,67.56,3767.0
2020-06-20,313.0,64.1,186.1,172.6,40081.0,37706.0,0.0,901.0,160.0,72.78,3720.0
2020-06-21,293.1,57.7,183.3,170.4,38836.0,34679.0,0.0,861.0,166.0,60.47,3549.0
2020-06-22,293.4,61.8,190.7,169.7,40920.0,36830.0,0.0,881.0,162.0,62.5,3626.0
2020-06-23,296.2,64.4,196.1,176.6,41394.0,37302.0,0.0,901.0,127.0,73.52,3734.0
2020-06-24,291.2,66.9,196.0,176.9,42800.0,36910.0,0.0,907.0,77.0,80.4,3741.0
2020-06-25,281.5,67.2,192.5,171.8,42332.0,36873.0,0.0,895.0,58.0,78.41,3703.0
2020-06-26,283.4,65.6,173.2,173.8,42213.0,37026.0,0.0,883.0,69.0,76.29,3669.0
2020-06-27,288.1,63.1,174.9,173.6,41753.0,36513.0,0.0,883.0,95.0,71.9,3707.0
2020-06-28,265.1,58.6,163.9,168.7,38129.0,34713.0,0.0,826.0,90.0,65.04,3637.0
2020-06-29,276.6,64.1,174.8,167.9,41172.0,36159.0,0.0,857.0,73.0,71.99,3673.0
2020-06-30,280.7,64.4,170.4,158.1,38712.0,36668.0,0.0,844.0,107.0,65.46,3740.0
2020-07-01,283.4,66.4,175.3,157.0,39300.0,35942.0,0.0,855.0,149.0,72.45,3836.0
2020-07-02,280.4,64.1,171.3,155.8,39417.0,35398.0,0.0,847.0,165.0,68.93,3900.0
2020-07-03,270.0,62.1,161.2,153.3,37625.0,33378.0,0.0,825.0,190.0,65.73,3890.0
2020-07-04,256.4,61.5,157.6,151.8,35781.0,34904.0,0.0,796.0,182.0,56.49,3736.0
2020-07-05,234.8,57.5,149.5,141.1,34107.0,31961.0,0.0,744.0,154.0,47.66,3304.0
2020-07-06,268.8,62.4,166.9,148.5,39033.0,35423.0,0.0,809.0,184.0,55.11,3498.0
2020-07-07,283.8,62.2,171.6,161.4,39785.0,36888.0,0.0,854.0,170.0,68.96,3556.0
2020-07-08,289.6,63.0,165.8,167.4,40557.0,36068.0,0.0,868.0,112.0,68.48,3596.0
2020-07-09,285.4,63.1,157.7,151.5,38294.0,36070.0,0.0,837.0,71.0,57.77,3635.0
2020-07-10,265.6,62.9,156.5,150.7,36802.0,35569.0,0.0,810.0,83.0,56.71,3652.0
2020-07-11,261.0,64.0,158.9,149.0,36978.0,35125.0,0.0,813.0,85.0,71.59,3550.0
2020-07-12,232.4,59.2,152.1,149.7,35689.0,32179.0,0.0,775.0,104.0,72.37,3318.0
2020-07-13,261.3,64.0,169.2,153.0,39516.0,35865.0,0.0,837.0,104.0,66.15,3569.0
2020-07-14,272.3,65.3,167.6,151.3,39811.0,35654.0,0.0,844.0,101.0,56.05,3718.0
2020-07-15,271.3,65.2,155.1,141.0,38117.0,34238.0,0.0,807.0,128.0,41.59,3698.0
2020-07-16,268.2,62.6,138.5,139.0,35382.0,34391.0,0.0,780.0,142.0,49.86,3683.0
2020-07-17,265.5,58.3,143.6,145.8,37617.0,34986.0,0.0,807.0,144.0,64.32,3747.0
2020-07-18,267.6,59.9,146.7,148.0,38048.0,35796.0,0.0,824.0,65.0,71.42,3793.0
2020-07-19,246.3,57.0,140.3,147.8,36432.0,33033.0,0.0,792.0,36.0,70.4,3617.0
2020-07-20,264.1,62.5,144.6,151.2,39131.0,34935.0,0.0,816.0,37.0,67.32,3557.0
2020-07-21,277.6,64.1,146.2,153.0,38819.0,36528.0,0.0,836.0,26.0,79.16,3454.0
2020-07-22,291.8,66.7,158.7,159.6,41541.0,37571.0,0.0,885.0,18.0,73.42,3535.0
2020-07-23,296.8,66.8,162.1,154.4,39146.0,36798.0,0.0,861.0,22.0,49.34,3595.0
2020-07-24,289.2,64.3,158.3,150.9,39671.0,36320.0,0.0,851.0,43.0,66.26,3643.0
2020-07-25,278.6,63.2,149.3,151.5,38935.0,35176.0,0.0,831.0,70.0,64.4,3638.0
2020-07-26,231.3,59.2,139.3,151.2,35349.0,33098.0,0.0,776.0,96.0,72.71,3620.0
2020-07-27,272.2,65.4,156.9,160.6,41365.0,37479.0,0.0,872.0,118.0,82.65,3883.0
2020-07-28,279.2,66.0,165.1,167.2,42503.0,36811.0,0.0,897.0,92.0,64.53,3931.0
2020-07-29,268.2,60.3,163.9,163.5,41307.0,36164.0,0.0,860.0,93.0,60.39,3810.0
2020-07-30,266.1,59.7,161.2,167.1,41220.0,37223.0,0.0,870.0,100.0,75.04,3725.0
2020-07-31,274.3,58.7,164.8,170.5,43190.0,36513.0,0.0,891.0,113.0,72.19,3785.0
2020-08-01,258.2,59.4,156.6,161.1,40559.0,35427.0,0.0,844.0,129.0,68.0,3710.0
2020-08-02,219.5,54.6,140.7,155.1,36665.0,30795.0,0.0,764.0,157.0,69.67,3638.0
2020-08-03,246.6,58.2,147.4,157.0,39198.0,34813.0,0.0,805.0,198.0,56.83,3662.0
2020-08-04,251.4,58.6,138.4,148.0,37929.0,34767.0,0.0,794.0,207.0,49.89,3698.0
2020-08-05,250.6,50.0,131.1,146.0,37093.0,35782.0,0.0,793.0,200.0,46.7,3621.0
2020-08-06,265.9,57.1,140.5,155.7,41185.0,37754.0,0.0,851.0,197.0,61.06,3593.0
2020-08-07,283.6,55.2,149.4,167.7,43146.0,38628.0,0.0,912.0,211.0,63.12,3771.0
2020-08-08,284.3,56.4,149.9,170.7,43519.0,38504.0,0.0,920.0,192.0,63.49,3840.0
2020-08-09,222.7,51.1,137.9,168.7,39470.0,33918.0,0.0,838.0,150.0,46.24,3668.0
