date,tn_energy_gwh,kerala_energy_gwh,karnataka_energy_gwh,ap_energy_gwh,sr_max_demand_mw,sr_demand_met_mw,sr_peak_shortage_mw,sr_energy_gwh,sr_wind_gwh,sr_solar_gwh,india_energy_gwh
2013-01-02,247.7,57.7,174.6,253.0,,32126.0,1652.0,739.0,21.0,,2694.0
2013-03-31,223.2,56.0,158.0,253.7,,28778.0,5156.0,697.0,13.0,,2526.0
2013-04-01,234.4,57.6,159.4,248.5,,30828.0,5663.0,706.0,19.0,,2575.0
2013-04-02,229.4,59.5,164.6,249.0,,30407.0,5792.0,709.0,15.0,,2558.0
2013-04-03,224.0,62.0,163.7,249.0,,28887.0,6514.0,705.0,6.0,,2551.0
2013-04-04,227.3,61.4,161.8,253.9,,30916.0,5409.0,711.0,15.0,,2586.0
2013-04-05,230.2,60.5,163.3,246.0,,30563.0,5747.0,707.0,21.0,,2566.0
2013-04-06,241.3,59.4,161.1,248.9,,30691.0,5832.0,717.0,34.0,,2588.0
2013-04-07,227.2,56.3,161.2,246.5,,30510.0,4885.0,697.0,16.0,,2552.0
2013-04-08,227.8,60.3,169.6,250.5,,30599.0,6792.0,715.0,15.0,,2624.0
2013-04-09,233.7,59.3,172.1,249.0,,31129.0,5629.0,721.0,13.0,,2647.0
2013-04-10,236.7,59.4,169.7,245.0,,31219.0,5418.0,717.0,18.0,,2620.0
2013-04-11,233.7,60.8,162.4,246.0,,30220.0,5013.0,709.0,18.0,,2628.0
2013-04-12,228.9,61.2,169.3,248.8,,31115.0,6172.0,715.0,9.0,,2643.0
2013-04-13,225.1,60.5,172.2,250.4,,30500.0,6142.0,715.0,10.0,,2626.0
2013-04-14,237.2,57.4,167.2,249.5,,30337.0,3797.0,717.0,15.0,,2542.0
2013-04-15,224.3,57.9,170.8,249.2,,31781.0,5255.0,709.0,41.0,,2632.0
2013-04-16,246.3,59.6,169.6,249.7,,31565.0,5304.0,732.0,44.0,,2671.0
2013-04-17,241.1,61.1,170.7,241.1,,31071.0,5288.0,721.0,42.0,,2665.0
2013-04-18,243.7,60.4,171.2,245.7,,31009.0,4554.0,728.0,38.0,,2637.0
2013-04-19,236.4,60.7,166.7,247.8,,30759.0,5354.0,718.0,24.0,,2577.0
2013-04-20,236.0,60.0,169.5,238.0,,31028.0,3415.0,710.0,28.0,,2519.0
2013-04-21,230.3,55.4,161.7,231.2,,29057.0,3997.0,685.0,17.0,,2455.0
2013-04-22,232.6,59.8,167.4,234.6,,30034.0,5243.0,701.0,14.0,,2537.0
2013-04-23,233.4,60.5,169.4,235.0,,30248.0,3864.0,705.0,11.0,,2606.0
2013-04-24,231.6,59.7,164.2,232.3,,30423.0,5699.0,694.0,9.0,,2642.0
2013-04-25,232.9,58.9,156.8,239.2,,30038.0,5204.0,695.0,11.0,,2653.0
2013-04-26,232.8,59.0,149.4,238.8,,29801.0,6157.0,687.0,7.0,,2622.0
2013-04-27,231.7,58.3,156.3,242.6,,29412.0,4924.0,695.0,10.0,,2677.0
2013-04-28,241.9,52.9,149.0,240.6,,28344.0,3197.0,691.0,29.0,,2635.0
2013-04-29,238.3,53.6,153.8,242.8,,30311.0,4932.0,695.0,20.0,,2713.0
2013-04-30,233.4,59.0,158.6,245.9,,31151.0,6161.0,703.0,7.0,,2754.0
2013-05-01,220.2,56.7,153.7,240.2,,29384.0,5153.0,677.0,8.0,,2663.0
2013-05-02,225.8,58.8,160.2,236.3,,29748.0,5931.0,688.0,26.0,,2696.0
2013-05-03,249.6,60.4,163.2,242.0,,31801.0,4342.0,722.0,46.0,,2736.0
2013-05-04,238.5,60.0,167.7,240.9,,30451.0,5042.0,714.0,33.0,,2728.0
2013-05-05,223.8,56.4,164.2,237.1,,28160.0,4867.0,688.0,13.0,,2666.0
2013-05-06,221.9,59.6,165.5,242.5,,29951.0,5387.0,696.0,11.0,,2739.0
2013-05-07,228.2,57.9,168.9,239.7,,31505.0,4931.0,701.0,23.0,,2743.0
2013-05-08,254.5,58.7,167.7,241.0,,30590.0,6357.0,729.0,46.0,,2813.0
2013-05-09,259.0,59.0,146.4,242.7,,31307.0,4202.0,714.0,54.0,,2815.0
2013-05-10,259.4,61.2,149.5,244.9,,31238.0,3686.0,722.0,66.0,,2812.0
2013-05-11,258.6,60.7,147.1,247.7,,30402.0,2840.0,721.0,67.0,,2764.0
2013-05-12,257.0,56.2,141.8,229.8,,27675.0,1380.0,691.0,81.0,,2640.0
2013-05-13,250.7,58.5,156.8,240.4,,31045.0,3518.0,712.0,69.0,,2704.0
2013-05-14,267.3,58.0,159.4,241.4,,31174.0,3363.0,732.0,89.0,,2777.0
2013-05-15,265.9,58.1,162.4,238.7,,31005.0,4083.0,731.0,95.0,,2784.0
2013-05-16,263.9,59.0,162.3,236.4,,30877.0,3862.0,728.0,68.0,,2797.0
2013-05-17,233.5,60.2,168.5,239.2,,30997.0,5217.0,708.0,48.0,,2786.0
2013-05-18,232.9,60.2,162.9,235.0,,30408.0,4382.0,698.0,44.0,,2766.0
2013-05-19,239.6,56.8,146.3,240.1,,29784.0,3626.0,689.0,39.0,,2718.0
2013-05-20,238.9,54.5,149.4,239.8,,29544.0,5400.0,689.0,44.0,,2779.0
2013-05-21,252.8,52.8,142.3,243.3,,31439.0,3484.0,698.0,52.0,,2821.0
2013-05-22,262.9,59.2,152.8,245.9,,30928.0,3569.0,727.0,86.0,,2858.0
2013-05-23,260.4,59.2,150.8,243.0,,31002.0,4058.0,720.0,92.0,,2857.0
2013-05-24,264.0,58.5,160.8,242.9,,31514.0,3115.0,732.0,105.0,,2880.0
2013-05-25,255.1,53.1,159.0,244.7,,30641.0,3412.0,719.0,103.0,,2862.0
2013-05-26,241.4,48.8,148.5,244.1,,29312.0,2700.0,689.0,90.0,,2785.0
2013-05-27,246.7,53.6,147.7,240.4,,28839.0,3313.0,695.0,90.0,,2811.0
2013-05-28,250.8,54.1,146.4,242.0,,29518.0,3060.0,700.0,85.0,,2831.0
2013-05-29,246.2,53.8,141.9,235.4,,28556.0,4491.0,684.0,76.0,,2798.0
2013-05-30,230.8,51.4,139.9,224.5,,28504.0,3223.0,653.0,64.0,,2714.0
2013-05-31,230.8,51.4,139.9,224.5,,28504.0,3223.0,653.0,64.0,,2714.0
2013-06-01,226.2,47.6,122.3,225.8,,27662.0,4493.0,628.0,65.0,,2671.0
2013-06-02,224.7,44.1,117.4,216.4,,25009.0,2378.0,609.0,75.0,,2599.0
2013-06-04,238.6,51.0,131.1,223.6,,28483.0,3344.0,651.0,76.0,,2716.0
2013-06-05,246.4,53.1,135.5,227.3,,28404.0,4211.0,669.0,74.0,,2737.0
2013-06-06,245.1,51.3,132.6,221.6,,28492.0,3276.0,657.0,82.0,,2696.0
2013-06-07,242.0,50.2,134.9,222.7,,28326.0,3273.0,656.0,83.0,,2640.0
2013-06-08,246.1,47.9,130.9,210.0,,28038.0,2667.0,641.0,91.0,,2664.0
2013-06-09,237.7,44.2,121.8,208.1,,27246.0,2353.0,618.0,89.0,,2598.0
2013-06-10,238.3,50.3,136.7,216.3,,29379.0,3213.0,648.0,89.0,,2646.0
2013-06-11,247.4,47.3,138.6,218.5,,29020.0,2546.0,658.0,97.0,,2624.0
2013-06-12,243.3,48.5,137.7,212.4,,28864.0,3160.0,649.0,103.0,,2573.0
2013-06-13,241.7,47.4,135.7,209.8,,28414.0,2933.0,641.0,109.0,,2499.0
2013-06-14,251.3,47.5,136.6,203.0,,28324.0,2546.0,645.0,115.0,,2559.0
2013-06-15,248.2,46.5,135.6,207.8,,28308.0,3571.0,645.0,112.0,,2446.0
2013-06-16,244.2,42.8,127.0,213.7,,27834.0,2447.0,634.0,102.0,,2323.0
2013-06-17,251.7,48.4,140.9,227.4,,29948.0,2527.0,675.0,104.0,,2384.0
2013-06-18,257.0,49.8,146.8,233.3,,30167.0,2322.0,694.0,110.0,,2507.0
2013-06-19,258.3,50.9,147.9,235.3,,28727.0,2353.0,699.0,96.0,,2579.0
2013-06-20,263.2,50.9,148.5,240.4,,29223.0,2796.0,710.0,98.0,,2655.0
2013-06-21,266.5,52.1,151.2,240.9,,29506.0,2165.0,717.0,102.0,,2720.0
2013-06-22,265.4,51.0,148.6,231.3,,28503.0,2715.0,703.0,106.0,,2723.0
2013-06-23,249.4,46.2,140.7,224.1,,27355.0,2056.0,667.0,95.0,,2672.0
2013-06-24,256.0,47.9,145.9,221.9,,28631.0,2066.0,678.0,100.0,,2718.0
2013-06-25,254.2,48.3,141.3,214.9,,28726.0,2036.0,665.0,90.0,,2688.0
2013-06-26,262.0,50.8,142.7,223.0,,29034.0,2206.0,685.0,90.0,,2733.0
2013-06-27,263.3,52.3,143.9,229.0,,29138.0,2161.0,695.0,96.0,,2680.0
2013-06-29,258.4,52.9,148.0,227.8,,29113.0,2387.0,693.0,82.0,,2636.0
2013-06-30,246.0,49.3,140.8,231.5,,27400.0,2147.0,674.0,77.0,,2505.0
2013-07-01,256.4,51.4,148.8,234.9,,29296.0,2854.0,698.0,84.0,,2700.0
2013-07-02,255.7,52.3,150.4,228.9,,29843.0,3681.0,694.0,96.0,,2741.0
2013-07-03,260.1,50.6,147.4,230.9,,28260.0,2354.0,695.0,91.0,,2736.0
2013-07-04,259.8,49.8,145.0,223.9,,28926.0,2604.0,685.0,93.0,,2698.0
2013-07-05,261.8,53.0,150.0,223.0,,28899.0,3387.0,694.0,78.0,,2717.0
2013-07-06,258.2,53.3,149.0,224.8,,28970.0,2107.0,692.0,78.0,,2719.0
2013-07-07,237.4,48.5,137.8,218.4,,26472.0,1998.0,648.0,56.0,,2628.0
2013-07-08,245.9,52.0,144.5,219.8,,28900.0,3198.0,668.0,68.0,,2654.0
2013-07-09,253.3,53.4,148.1,225.5,,28910.0,2173.0,687.0,67.0,,2664.0
2013-07-10,249.2,47.5,147.1,223.9,,28345.0,2698.0,674.0,61.0,,2633.0
2013-07-11,245.0,50.9,140.5,214.5,,27812.0,1374.0,657.0,62.0,,2664.0
2013-07-12,251.5,52.4,138.8,205.5,,27898.0,2149.0,655.0,73.0,,2653.0
2013-07-13,254.6,52.2,136.2,209.2,,28168.0,1986.0,658.0,86.0,,2655.0
2013-07-14,244.0,49.2,130.3,215.6,,26248.0,2039.0,645.0,67.0,,2593.0
2013-07-15,250.4,53.5,141.9,221.1,,28469.0,1866.0,673.0,79.0,,2685.0
2013-07-16,249.2,53.0,141.1,221.3,,28261.0,2169.0,671.0,82.0,,2703.0
2013-07-17,251.6,53.1,141.4,211.8,,27628.0,2253.0,664.0,84.0,,2724.0
2013-07-18,251.6,51.4,138.6,214.6,,27674.0,1253.0,662.0,86.0,,2722.0
2013-07-19,245.1,51.2,137.0,206.3,,26865.0,1331.0,646.0,81.0,,2688.0
2013-07-20,238.8,51.2,132.5,207.2,,26940.0,1866.0,636.0,69.0,,2592.0
2013-07-21,228.5,47.3,124.5,213.4,,26007.0,1305.0,619.0,60.0,,2537.0
2013-07-22,243.0,51.1,136.5,209.9,,27921.0,1750.0,646.0,73.0,,2648.0
2013-07-23,246.8,51.2,129.8,202.0,,27451.0,2025.0,636.0,77.0,,2617.0
2013-07-24,247.9,51.5,131.5,213.7,,27654.0,1474.0,651.0,77.0,,2643.0
2013-07-25,242.3,51.0,136.3,226.4,,27709.0,1639.0,662.0,83.0,,2633.0
2013-07-26,253.0,50.0,135.0,233.8,,28272.0,1756.0,678.0,79.0,,2637.0
2013-07-28,246.1,48.5,124.0,235.9,,26931.0,1543.0,661.0,71.0,,2579.0
2013-07-29,254.8,52.6,134.9,243.6,,29627.0,2042.0,692.0,78.0,,2655.0
2013-07-30,261.6,54.4,137.4,238.0,,29378.0,2378.0,698.0,98.0,,2660.0
2013-07-31,258.5,55.6,137.5,220.2,,28585.0,1496.0,678.0,99.0,,2640.0
2013-08-01,257.4,50.8,137.2,223.3,,28910.0,1629.0,675.0,96.0,,2603.0
2013-08-02,260.1,49.0,140.8,234.8,,29493.0,1408.0,691.0,93.0,,2648.0
2013-08-03,252.9,51.9,140.6,247.8,,28734.0,1247.0,700.0,80.0,,2687.0
2013-08-04,238.4,47.8,131.4,247.7,,27826.0,1061.0,672.0,57.0,,2635.0
2013-08-05,239.0,49.2,138.2,245.4,,28848.0,1609.0,678.0,56.0,,2684.0
2013-08-06,245.6,51.0,143.0,240.4,,29164.0,1502.0,686.0,66.0,,2641.0
2013-08-07,245.3,52.7,145.5,246.0,,30195.0,1745.0,696.0,74.0,,2652.0
2013-08-08,253.5,52.5,147.4,256.3,,30683.0,1633.0,716.0,73.0,,2681.0
2013-08-09,246.0,51.6,146.3,256.6,,29133.0,1713.0,706.0,69.0,,2636.0
2013-08-10,236.0,53.3,143.8,253.7,,28777.0,1992.0,692.0,58.0,,2606.0
2013-08-11,221.3,50.9,139.2,250.6,,27680.0,2132.0,668.0,47.0,,2568.0
2013-08-12,229.6,55.3,144.0,235.1,,29080.0,4224.0,670.0,57.0,,2641.0
2013-08-14,233.7,55.6,147.3,241.7,,29906.0,2010.0,684.0,64.0,,2658.0
2013-08-15,215.0,53.1,145.5,227.5,,28318.0,975.0,646.0,48.0,,2417.0
2013-08-16,228.4,55.2,141.5,222.7,,29522.0,1260.0,652.0,52.0,,2478.0
2013-08-17,225.3,55.4,139.8,221.5,,29040.0,750.0,647.0,64.0,,2483.0
2013-08-18,219.7,51.3,137.2,220.6,,27773.0,634.0,635.0,61.0,,2441.0
2013-08-19,242.4,54.1,139.8,230.4,,23694.0,687.0,673.0,82.0,,2533.0
2013-08-20,243.5,55.5,148.6,237.9,,30620.0,600.0,692.0,79.0,,2487.0
2013-08-21,246.5,55.7,153.4,244.6,,30549.0,712.0,706.0,78.0,,2521.0
2013-08-22,250.7,56.8,155.4,246.4,,31255.0,664.0,716.0,82.0,,2594.0
2013-08-23,254.0,56.8,156.4,256.2,,31672.0,690.0,730.0,85.0,,2669.0
2013-08-24,253.6,57.3,155.1,263.2,,32275.0,735.0,736.0,86.0,,2698.0
2013-08-25,251.5,52.6,147.7,261.9,,30412.0,710.0,720.0,81.0,,2662.0
2013-08-26,250.6,56.4,161.8,266.4,,32926.0,855.0,742.0,71.0,,2763.0
2013-08-27,245.3,57.8,164.6,264.2,,33131.0,1098.0,738.0,48.0,,2793.0
2013-08-30,223.7,58.4,171.9,268.2,,31425.0,2394.0,729.0,14.0,,2786.0
2013-08-31,226.3,58.0,166.1,261.0,,31262.0,1548.0,718.0,8.0,,2788.0
2013-09-01,227.6,53.1,150.0,253.2,,29588.0,654.0,690.0,10.0,,2715.0
2013-09-02,231.1,57.5,150.5,255.4,,30879.0,1914.0,701.0,21.0,,2807.0
2013-09-03,241.9,57.5,144.2,254.8,,32465.0,880.0,705.0,41.0,,2839.0
2013-09-04,240.7,56.6,145.8,255.5,,31791.0,909.0,705.0,42.0,,2855.0
2013-09-05,254.9,57.0,148.9,260.5,,32135.0,801.0,728.0,55.0,,2893.0
2013-09-06,248.6,56.4,151.0,262.9,,32205.0,1081.0,725.0,36.0,,2888.0
2013-09-07,233.5,54.0,146.0,257.1,,30257.0,958.0,696.0,33.0,,2850.0
2013-09-08,220.3,50.3,130.0,240.0,,28277.0,719.0,646.0,16.0,,2777.0
2013-09-09,217.8,54.5,119.1,231.6,,28929.0,754.0,628.0,29.0,,2756.0
2013-09-10,230.2,56.2,124.2,242.3,,30333.0,593.0,659.0,37.0,,2832.0
2013-09-11,228.6,56.4,126.1,240.6,,30328.0,652.0,658.0,20.0,,2844.0
2013-09-12,228.6,56.6,126.1,245.0,,29323.0,180.0,662.0,21.0,,2864.0
2013-09-13,231.0,56.3,124.7,244.6,,30073.0,640.0,663.0,20.0,,2844.0
2013-09-15,222.8,51.0,113.4,246.5,,27981.0,522.0,640.0,20.0,,2724.0
2013-09-16,237.5,48.4,124.6,243.5,,30009.0,487.0,660.0,34.0,,2704.0
2013-09-17,240.5,47.8,126.8,237.5,,28859.0,511.0,659.0,38.0,,2742.0
2013-09-18,243.4,51.3,127.3,234.9,,29787.0,495.0,663.0,43.0,,2756.0
2013-09-19,248.0,54.5,125.0,239.5,,30282.0,511.0,673.0,48.0,,2795.0
2013-09-21,247.0,55.7,123.0,228.8,,29240.0,488.0,661.0,55.0,,2681.0
2013-09-22,244.6,52.4,116.5,231.3,,28639.0,448.0,651.0,60.0,,2586.0
2013-09-24,263.4,57.9,139.7,260.7,,28161.0,712.0,728.0,73.0,,2716.0
2013-09-25,261.7,58.5,147.8,264.8,,28341.0,697.0,739.0,60.0,,2675.0
2013-09-26,263.6,59.2,152.6,270.6,,32666.0,390.0,753.0,52.0,,2704.0
2013-09-27,265.2,59.7,156.7,268.7,,33001.0,1120.0,757.0,51.0,,2719.0
2013-09-28,267.8,59.3,156.6,267.0,,31859.0,503.0,757.0,63.0,,2706.0
2013-09-29,255.5,54.3,149.4,255.6,,30398.0,663.0,721.0,57.0,,2587.0
2013-09-30,264.8,56.4,157.9,264.5,,32501.0,803.0,750.0,59.0,,2661.0
2013-10-01,270.0,57.1,158.4,266.3,,32080.0,1259.0,758.0,48.0,,2674.0
2013-10-02,252.1,55.1,147.8,251.4,,30041.0,980.0,712.0,37.0,,2590.0
2013-10-03,258.3,57.3,155.5,237.7,,31344.0,1198.0,715.0,57.0,,2627.0
2013-10-04,262.2,57.6,160.3,234.4,,29342.0,2753.0,720.0,71.0,,2594.0
2013-10-05,262.6,57.2,158.1,230.0,,30108.0,2886.0,713.0,65.0,,2594.0
2013-10-06,255.3,52.9,148.5,215.4,,28639.0,1767.0,678.0,44.0,,2552.0
2013-10-07,264.9,57.3,160.4,208.8,,29900.0,4520.0,698.0,45.0,,2626.0
2013-10-08,254.4,58.9,158.6,211.8,,29538.0,3699.0,690.0,39.0,,2640.0
2013-10-09,246.2,56.8,157.6,202.2,,30114.0,3137.0,669.0,38.0,,2624.0
2013-10-10,245.0,58.0,159.8,225.5,,31086.0,1546.0,695.0,32.0,,2663.0
2013-10-11,251.6,58.4,164.8,230.4,,31705.0,1350.0,711.0,51.0,,2578.0
2013-10-12,251.8,56.8,158.7,236.3,,29977.0,1471.0,710.0,57.0,,2508.0
2013-10-13,223.9,52.0,151.9,230.5,,27727.0,1219.0,664.0,41.0,,2251.0
2013-10-14,245.8,56.1,150.8,236.4,,30028.0,1615.0,695.0,46.0,,2346.0
2013-10-16,248.9,57.6,155.4,236.2,,30156.0,2681.0,704.0,16.0,,2554.0
2013-10-17,246.8,56.5,155.2,238.0,,31073.0,2457.0,703.0,6.0,,2576.0
2013-10-18,245.5,56.9,157.5,248.1,,30708.0,2774.0,714.0,8.0,,2615.0
2013-10-19,232.4,56.1,156.2,253.4,,30192.0,2538.0,705.0,11.0,,2601.0
2013-10-20,214.3,51.8,145.2,251.8,,29322.0,939.0,669.0,7.0,,2528.0
2013-10-21,218.9,56.6,151.2,246.4,,29768.0,1351.0,679.0,12.0,,2572.0
2013-10-22,225.4,56.7,146.0,233.7,,29450.0,1233.0,668.0,16.0,,2564.0
2013-10-23,231.1,57.8,138.1,219.6,,29613.0,1012.0,653.0,18.0,,2530.0
2013-10-24,236.0,57.2,133.8,205.9,,29075.0,1069.0,639.0,20.0,,2505.0
2013-10-25,241.9,57.7,132.9,197.6,,29041.0,1130.0,636.0,29.0,,2531.0
2013-10-26,236.4,57.7,127.5,195.4,,28832.0,1178.0,623.0,33.0,,2507.0
2013-10-27,236.2,53.0,121.4,192.1,,27900.0,1073.0,608.0,34.0,,2448.0
2013-10-28,246.3,57.2,134.1,207.9,,30651.0,1193.0,651.0,29.0,,2533.0
2013-10-29,237.6,58.0,140.8,216.4,,29635.0,2391.0,659.0,8.0,,2566.0
2013-10-30,240.3,59.6,143.8,222.5,,30344.0,2511.0,673.0,8.0,,2584.0
2013-10-31,253.3,58.7,150.8,225.3,,31191.0,1136.0,695.0,6.0,,2606.0
2013-11-01,237.4,58.9,144.4,226.7,,29905.0,1089.0,674.0,10.0,,2594.0
2013-11-02,201.6,55.9,144.5,227.2,,27253.0,837.0,634.0,11.0,,2551.0
2013-11-03,193.7,50.5,136.3,209.9,,26253.0,1313.0,595.0,18.0,,2388.0
2013-11-04,205.0,57.1,137.0,219.6,,28759.0,1191.0,624.0,18.0,,2359.0
2013-11-05,212.2,59.0,151.5,227.3,,30835.0,1259.0,656.0,23.0,,2420.0
2013-11-06,220.1,60.2,159.5,231.1,,30871.0,1217.0,676.0,21.0,,2496.0
2013-11-07,224.0,58.9,164.8,234.0,,29623.0,3032.0,687.0,22.0,,2518.0
2013-11-08,228.7,60.6,168.6,234.5,,31173.0,2302.0,698.0,15.0,,2528.0
2013-11-09,229.4,60.1,168.0,232.9,,30650.0,2491.0,696.0,21.0,,2530.0
2013-11-10,230.7,55.8,161.1,228.1,,29391.0,1751.0,681.0,18.0,,2490.0
2013-11-11,225.5,59.5,168.9,232.1,,30226.0,2686.0,692.0,16.0,,2546.0
2013-11-12,232.3,58.8,172.6,234.6,,30929.0,2253.0,704.0,9.0,,2592.0
2013-11-13,228.1,58.4,171.7,230.1,,29914.0,3244.0,694.0,8.0,,2595.0
2013-11-14,221.6,60.0,172.4,227.4,,29540.0,3332.0,687.0,8.0,,2578.0
2013-11-15,227.6,59.4,172.5,223.2,,30145.0,2935.0,689.0,14.0,,2568.0
2013-11-16,213.9,58.1,166.4,238.2,,28870.0,1659.0,666.0,15.0,,2554.0
2013-11-17,195.3,53.4,150.2,216.4,,27742.0,1772.0,621.0,19.0,,2462.0
2013-11-18,201.8,52.9,162.0,224.9,,29108.0,2384.0,647.0,15.0,,2544.0
2013-11-19,200.4,57.5,164.7,234.5,,29765.0,2792.0,663.0,9.0,,2594.0
2013-11-20,204.6,59.7,168.4,240.3,,29246.0,3249.0,679.0,8.0,,2613.0
2013-11-21,200.0,59.4,166.8,239.4,,28780.0,3780.0,672.0,5.0,,2614.0
2013-11-22,204.9,60.0,172.0,229.4,,29003.0,3336.0,672.0,4.0,,2609.0
2013-11-23,205.3,58.7,169.6,225.7,,28710.0,3230.0,665.0,5.0,,2612.0
2013-11-24,194.9,52.7,152.9,222.9,,27425.0,2053.0,629.0,6.0,,2534.0
2013-11-25,207.0,56.8,163.9,226.5,,29372.0,2835.0,660.0,5.0,,2575.0
2013-11-26,208.7,57.5,166.3,229.0,,29589.0,3269.0,667.0,6.0,,2611.0
2013-11-27,217.2,58.7,166.9,229.6,,29465.0,3201.0,678.0,8.0,,2638.0
2013-11-28,221.4,59.4,168.1,225.1,,29331.0,3032.0,680.0,9.0,,2627.0
2013-11-29,215.8,58.3,150.7,219.7,,28722.0,3699.0,650.0,9.0,,2597.0
2013-11-30,225.7,58.4,160.4,226.3,,29133.0,3441.0,677.0,12.0,,2622.0
2013-12-01,226.9,54.1,157.8,220.0,,28552.0,1755.0,664.0,15.0,,2569.0
2013-12-02,219.8,55.1,160.8,224.1,,29635.0,2717.0,665.0,14.0,,2598.0
2013-12-03,228.8,57.2,165.2,227.7,,30497.0,1677.0,684.0,25.0,,2616.0
2013-12-04,228.2,58.0,167.1,229.2,,30975.0,1645.0,688.0,31.0,,2644.0
2013-12-05,228.2,57.6,168.0,229.9,,30576.0,2240.0,689.0,24.0,,2624.0
2013-12-06,227.3,58.9,170.2,239.1,,31055.0,1967.0,701.0,12.0,,2663.0
2013-12-07,226.5,57.3,168.2,235.1,,30376.0,2135.0,693.0,12.0,,2649.0
2013-12-08,229.0,53.4,161.6,234.5,,29500.0,1175.0,684.0,9.0,,2595.0
2013-12-09,223.4,57.1,169.1,235.5,,29854.0,2406.0,691.0,7.0,,2637.0
2013-12-10,239.0,58.3,168.9,242.1,,31398.0,1627.0,714.0,7.0,,2682.0
2013-12-11,240.8,58.6,171.7,243.3,,31576.0,2823.0,720.0,10.0,,2687.0
2013-12-12,230.8,58.1,169.4,243.9,,30436.0,1220.0,708.0,22.0,,2681.0
2013-12-13,223.2,56.9,174.4,245.2,,31367.0,1128.0,705.0,27.0,,2677.0
2013-12-14,227.4,58.3,171.8,234.6,,30293.0,2785.0,698.0,16.0,,2666.0
2013-12-15,220.3,54.3,164.5,231.5,,29127.0,450.0,676.0,8.0,,2594.0
2013-12-16,223.8,59.3,167.5,235.5,,30683.0,2531.0,692.0,18.0,,2649.0
2013-12-17,236.1,57.5,168.9,240.8,,30660.0,1956.0,709.0,26.0,,2687.0
2013-12-18,240.8,56.9,165.7,241.5,,30069.0,2929.0,711.0,18.0,,2681.0
2013-12-19,237.6,57.4,160.4,242.2,,30362.0,2283.0,703.0,9.0,,2663.0
2013-12-20,246.8,58.5,163.3,246.2,,30605.0,2732.0,721.0,10.0,,2674.0
2013-12-21,248.9,58.6,168.3,247.8,,31648.0,1282.0,729.0,16.0,,2631.0
2013-12-22,240.6,53.6,165.5,244.3,,29672.0,1288.0,709.0,24.0,,2594.0
2013-12-23,244.5,56.7,173.2,245.3,,31712.0,1481.0,725.0,32.0,,2660.0
2013-12-24,247.1,56.4,173.5,242.1,,31712.0,2558.0,725.0,38.0,,2687.0
2013-12-25,235.7,53.1,172.0,252.6,,30557.0,2034.0,719.0,23.0,,2702.0
2013-12-26,237.0,56.4,176.6,255.5,,31562.0,1445.0,731.0,26.0,,2698.0
2013-12-27,236.8,57.0,177.5,255.5,,31164.0,1550.0,733.0,17.0,,2722.0
2013-12-28,245.5,56.6,174.8,252.0,,31755.0,1091.0,735.0,14.0,,2723.0
2013-12-29,240.2,52.2,166.3,249.2,,29670.0,1329.0,713.0,16.0,,2682.0
2013-12-30,248.4,56.6,174.8,248.3,,31583.0,2568.0,734.0,21.0,,2702.0
2013-12-31,252.7,57.3,177.3,252.1,,31623.0,1178.0,745.0,29.0,,2651.0
2014-01-01,245.3,57.1,171.7,247.4,,31623.0,1233.0,727.0,28.0,,2630.0
2014-01-02,247.7,57.7,174.6,253.0,,32126.0,1652.0,739.0,21.0,,2694.0
2014-01-04,252.2,58.8,177.2,252.6,,31636.0,1198.0,747.0,15.0,,2760.0
2014-01-05,243.9,53.9,167.0,248.6,,29973.0,1053.0,719.0,11.0,,2651.0
2014-01-06,254.5,57.8,176.6,251.5,,32793.0,1683.0,746.0,8.0,,2717.0
2014-01-07,262.3,58.6,179.7,257.9,,32928.0,1609.0,764.0,22.0,,2747.0
2014-01-08,256.6,58.7,181.5,265.1,,33025.0,1230.0,768.0,23.0,,2791.0
2014-01-09,254.6,59.6,182.4,261.0,,33011.0,1533.0,764.0,18.0,,2775.0
2014-01-10,255.3,60.3,184.9,260.0,,33288.0,2126.0,766.0,17.0,,2789.0
2014-01-11,256.3,59.5,183.6,254.5,,32409.0,2139.0,760.0,13.0,,2751.0
2014-01-12,248.8,54.7,175.4,257.4,,30224.0,1559.0,742.0,13.0,,2707.0
2014-01-13,253.6,59.2,182.0,263.2,,31314.0,1606.0,764.0,17.0,,2763.0
2014-01-14,224.0,58.9,181.5,260.6,,30190.0,1086.0,730.0,16.0,,2696.0
2014-01-15,202.1,60.5,177.5,258.4,,29256.0,1084.0,703.0,14.0,,2679.0
2014-01-16,217.0,60.7,182.0,259.5,,30868.0,1180.0,723.0,14.0,,2723.0
2014-01-17,237.5,60.9,184.6,266.1,,31083.0,1284.0,754.0,16.0,,2741.0
2014-01-18,246.3,60.0,182.4,270.0,,32647.0,1949.0,764.0,17.0,,2648.0
2014-01-19,240.1,55.1,174.2,267.1,,30621.0,1712.0,742.0,20.0,,2653.0
2014-01-20,243.3,59.3,181.4,269.1,,32774.0,1905.0,759.0,37.0,,2714.0
2014-01-21,245.8,59.9,180.4,268.2,,32519.0,1708.0,760.0,31.0,,2669.0
2014-01-22,252.2,60.2,182.1,265.9,,32770.0,1769.0,766.0,23.0,,2634.0
2014-01-23,251.2,60.4,183.2,268.8,,32865.0,1635.0,769.0,17.0,,2613.0
2014-01-24,258.1,60.6,185.8,269.3,,33146.0,1485.0,779.0,16.0,,2662.0
