date,t_mean,t_max,t_min,rh_mean,app_t_mean,app_t_max,hours_above_32,city
2015-03-04,29.27916666666667,35.3,23.6,61.958333333333336,32.71666666666667,39.7,8,trichy
2015-03-05,27.77083333333333,32.0,24.4,77.83333333333333,31.92916666666667,36.9,0,chennai
2015-03-05,26.7125,32.4,21.3,67.16666666666667,29.979166666666668,36.1,2,coimbatore
2015-03-05,28.066666666666663,34.2,24.0,67.375,31.979166666666668,38.2,5,madurai
2015-03-05,27.92083333333333,34.0,22.3,65.375,31.325,37.1,6,salem
2015-03-05,28.77083333333333,34.9,23.9,67.875,32.75,39.4,6,trichy
2015-03-06,27.804166666666664,31.9,25.2,76.875,32.075,36.9,0,chennai
2015-03-06,26.729166666666668,32.5,21.6,64.79166666666667,29.625,35.8,3,coimbatore
2015-03-06,28.65833333333333,34.9,23.7,65.58333333333333,32.4,38.2,7,madurai
2015-03-06,28.104166666666668,33.2,24.2,67.08333333333333,32.09583333333333,38.9,3,salem
2015-03-06,29.0875,34.3,24.5,66.20833333333333,32.7625,38.0,7,trichy
2015-03-07,27.454166666666666,31.5,25.0,75.66666666666667,31.625,35.8,0,chennai
2015-03-07,26.27916666666667,31.3,21.8,69.25,29.6375,35.8,0,coimbatore
2015-03-07,28.39583333333333,34.2,23.5,66.20833333333333,32.041666666666664,37.4,6,madurai
2015-03-07,27.179166666666664,32.6,23.1,70.83333333333333,31.291666666666668,38.1,2,salem
2015-03-07,28.9875,35.1,25.2,65.66666666666667,32.55416666666667,38.9,6,trichy
2015-03-08,27.21666666666667,31.4,24.2,74.45833333333333,30.9625,35.6,0,chennai
2015-03-08,26.4625,31.8,22.2,63.54166666666666,28.79583333333333,34.5,0,coimbatore
2015-03-08,28.15833333333333,33.8,23.7,62.41666666666666,31.27083333333333,36.6,5,madurai
2015-03-08,27.5625,32.5,23.2,62.583333333333336,30.4,35.4,4,salem
2015-03-08,28.383333333333336,34.3,24.2,62.958333333333336,31.3125,36.9,5,trichy
2015-03-09,27.116666666666664,30.9,23.5,74.125,30.92083333333333,34.7,0,chennai
2015-03-09,26.370833333333337,32.2,20.5,57.25,27.954166666666666,34.1,2,coimbatore
2015-03-09,28.125,34.0,23.1,61.25,30.98333333333333,35.8,6,madurai
2015-03-09,27.620833333333337,32.7,23.2,58.91666666666666,30.104166666666668,35.1,3,salem
2015-03-09,28.366666666666664,34.3,22.7,59.79166666666666,30.679166666666664,36.5,6,trichy
2015-03-10,26.495833333333337,30.9,22.8,70.79166666666667,29.354166666666668,33.1,0,chennai
2015-03-10,26.916666666666668,32.7,21.0,50.5,27.8875,33.9,4,coimbatore
2015-03-10,28.141666666666666,34.8,22.6,56.875,30.2,36.1,7,madurai
2015-03-10,27.633333333333336,33.9,22.6,53.458333333333336,29.120833333333337,34.9,6,salem
2015-03-10,27.929166666666664,34.5,21.6,58.208333333333336,29.475,35.5,7,trichy
2015-03-11,26.4875,31.0,22.3,68.04166666666667,28.916666666666668,34.0,0,chennai
2015-03-11,26.041666666666668,32.9,19.4,48.54166666666666,26.34166666666667,33.4,3,coimbatore
2015-03-11,27.854166666666668,34.9,21.1,54.16666666666666,29.495833333333337,36.5,6,madurai
2015-03-11,26.879166666666663,33.6,20.2,55.958333333333336,28.40416666666667,35.2,5,salem
2015-03-11,27.625,34.6,20.6,57.29166666666666,29.075,36.6,6,trichy
2015-03-12,27.6375,31.4,24.8,66.91666666666667,30.25,34.3,0,chennai
2015-03-12,26.25,32.5,20.0,55.208333333333336,27.166666666666668,33.6,3,coimbatore
2015-03-12,27.925,33.3,21.6,56.5,29.479166666666668,33.9,6,madurai
2015-03-12,27.3625,33.5,21.4,57.875,28.883333333333336,34.3,5,salem
2015-03-12,28.004166666666663,32.9,23.0,58.625,29.52083333333333,33.5,6,trichy
2015-03-13,27.27916666666667,31.9,23.7,71.125,30.59583333333333,35.5,0,chennai
2015-03-13,26.641666666666666,33.0,20.8,53.79166666666666,27.754166666666663,34.5,4,coimbatore
2015-03-13,28.35,35.3,22.9,59.875,30.620833333333337,37.4,6,madurai
2015-03-13,27.516666666666666,34.4,21.6,56.333333333333336,29.21666666666667,35.6,6,salem
2015-03-13,28.52083333333333,35.0,23.0,58.583333333333336,30.304166666666664,36.4,7,trichy
2015-03-14,27.09166666666667,31.7,23.8,69.70833333333333,29.85833333333333,34.9,0,chennai
2015-03-14,25.95833333333333,32.4,20.5,62.583333333333336,27.75,33.4,2,coimbatore
2015-03-14,26.3875,31.5,23.8,72.79166666666667,29.9,34.4,0,madurai
2015-03-14,26.933333333333337,33.2,21.6,61.54166666666666,29.183333333333337,35.7,4,salem
2015-03-14,27.266666666666666,32.9,23.3,67.91666666666667,30.166666666666668,36.1,3,trichy
2015-03-15,27.241666666666664,31.5,24.5,73.70833333333333,30.504166666666663,35.1,0,chennai
2015-03-15,25.354166666666668,31.3,21.9,75.95833333333333,28.575,34.7,0,coimbatore
2015-03-15,26.125,31.6,23.2,80.0,30.579166666666666,36.5,0,madurai
