date,tn_peak_demand_mw,tn_shortage_at_peak_mw,tn_energy_gwh,t_mean,t_max,t_min,rh_mean,app_t_mean,app_t_max,hours_above_32,cdd,cdd_max,cdd_apparent,thi,dow,is_weekend,is_holiday,day_before_holiday,day_after_holiday,holiday_name,pongal_window,sin1,cos1,sin2,cos2,trend,peak_lag_1,peak_lag_2,peak_lag_3,peak_lag_7,peak_lag_14,peak_lag_364,peak_roll_mean_7,peak_roll_std_7,peak_roll_mean_30,peak_roll_std_30,peak_lag_1_diff,peak_lag_1_vs_week,energy_lag_1,energy_lag_2,energy_lag_7,energy_lag_14,energy_roll_mean_7,energy_roll_std_7,energy_roll_mean_30,energy_roll_std_30,cdd_lag1,cdd_max_lag1,thi_lag1,sr_max_demand_mw_lag1,sr_wind_gwh_lag1,sr_solar_gwh_lag1,sr_peak_shortage_mw_lag1
2013-04-09,10700.0,0.0,233.7,30.68066666666666,36.794000000000004,26.168,62.794999999999995,34.17441666666667,40.123999999999995,8.920000000000002,5.68066666666666,11.794000000000004,9.174416666666673,27.369657298333326,1.0,0.0,0.0,0.0,0.0,None,0.0,0.9912685467787256,-0.13185851571739118,-0.2614143985111562,-0.965226663665613,97.0,10129.0,10129.0,10760.0,10340.0,,,10491.42857142857,441.8992559180799,,0.0,0.0,-211.0,227.8,227.2,229.4,,229.6,5.5217750769114184,,0.0,6.163999999999998,12.438000000000002,27.573532899999996,30599.0,15.0,0.0,6792.0
2013-04-10,11335.0,0.0,236.7,30.344249999999995,36.722,25.503999999999998,61.69833333333333,33.61725,39.668,8.760000000000002,5.344249999999995,11.722000000000001,8.617249999999999,27.00651349854166,2.0,0.0,0.0,0.0,0.0,None,0.0,0.9888537064205885,-0.1488903868564548,-0.2944616217868012,-0.9556633054034704,98.0,10700.0,10129.0,10129.0,10048.0,,,10542.857142857143,442.2870216542754,,0.0,571.0,652.0,233.7,227.8,224.0,,230.21428571428572,5.731034976752629,,0.0,5.68066666666666,11.794000000000004,27.369657298333326,31129.0,13.0,0.0,5629.0
2013-04-11,11009.0,0.0,233.7,30.429583333333333,37.314,25.048,59.54,33.64025,40.57,8.86,5.429583333333333,12.314,8.640250000000002,26.884773154166666,3.0,0.0,0.0,0.0,0.0,None,0.0,0.986146248341595,-0.16587819893463143,-0.3271603271220951,-0.9449688462364056,99.0,11335.0,10700.0,10129.0,10837.0,,,10726.714285714286,468.98639436047307,,0.0,635.0,498.0,236.7,233.7,227.3,,232.02857142857144,5.438662300515431,,0.0,5.344249999999995,11.722000000000001,27.00651349854166,31219.0,18.0,0.0,5418.0
2013-04-12,10443.0,0.0,228.9,30.69383333333333,37.273999999999994,25.034,57.303333333333335,33.53516666666667,39.378,9.18,5.69383333333333,12.273999999999994,8.535166666666669,26.89100846194444,4.0,0.0,0.0,0.0,0.0,None,0.0,0.9831469737221499,-0.1828169249850199,-0.3594718130884232,-0.9331559438780432,100.0,11009.0,11335.0,10700.0,11197.0,,,10751.285714285714,480.1016261465591,,0.0,-326.0,-188.0,233.7,236.7,230.2,,232.94285714285712,5.034168962486001,,0.0,5.429583333333333,12.314,26.884773154166666,30220.0,18.0,0.0,5013.0
2013-04-13,10191.0,0.0,225.1,30.261499999999998,36.1,25.464,59.42583333333333,33.48766666666667,38.732,8.1,5.261499999999998,11.100000000000001,8.48766666666667,26.74419649645833,5.0,1.0,0.0,1.0,0.0,None,0.0,0.9798567700958665,-0.1997015525660636,-0.3913578365610259,-0.9202385798054075,101.0,10443.0,11009.0,11335.0,10760.0,,,10643.57142857143,446.86830914071885,,0.0,-566.0,-317.0,228.9,233.7,241.3,,232.75714285714284,5.174249427970917,,0.0,5.69383333333333,12.273999999999994,26.89100846194444,31115.0,9.0,0.0,6172.0
2013-04-14,10782.0,0.0,237.2,30.778,36.928,26.314,61.920833333333334,34.453250000000004,41.257999999999996,8.600000000000001,5.777999999999999,11.927999999999997,9.453250000000004,27.368810287499997,6.0,1.0,1.0,0.0,0.0,Dr. B. R. Ambedkar's Jayanti; Puthandu (Tamil New Year),0.0,0.9762766110869321,-0.21652708524481437,-0.4227806579826773,-0.9062320427107697,102.0,10191.0,10443.0,11009.0,10129.0,10042.0,,10562.285714285714,473.1387091490588,10569.357142857143,439.0846435208412,-252.0,62.0,225.1,228.9,227.2,223.2,230.44285714285712,4.258269266128816,230.20714285714286,5.16310346232161,5.261499999999998,11.100000000000001,26.74419649645833,30500.0,10.0,0.0,6142.0
2013-04-15,11313.0,0.0,224.3,30.504749999999998,36.722,26.656000000000002,65.47833333333334,34.45108333333333,40.532,7.460000000000001,5.504749999999998,11.722000000000001,9.45108333333333,27.465941454791665,0.0,0.0,0.0,0.0,1.0,None,0.0,0.9724075561219968,-0.23328854407545518,-0.45370308603134424,-0.8911529104063088,103.0,10782.0,10191.0,10443.0,10129.0,10811.0,,10655.57142857143,436.42175974732476,10583.533333333333,426.65992926228176,591.0,653.0,237.2,225.1,227.8,234.4,231.87142857142857,4.648553282371593,230.67333333333332,5.292780347749549,5.777999999999999,11.927999999999997,27.368810287499997,30337.0,15.0,0.0,3797.0
2013-04-16,11516.0,0.0,246.3,31.661166666666666,38.187999999999995,26.882,59.41166666666666,35.26416666666667,42.312,9.52,6.6611666666666665,13.187999999999995,10.264166666666668,27.83017932486111,1.0,0.0,0.0,0.0,0.0,None,0.0,0.9682507501166718,-0.2499809690726521,-0.48408852163897587,-0.8750190302029955,104.0,11313.0,10782.0,10191.0,10700.0,10340.0,,10824.714285714286,427.67850631274865,10629.125,450.7331620075603,531.0,613.0,224.3,237.2,233.7,229.4,231.37142857142857,5.301796640672641,230.275,5.355806817526811,5.504749999999998,11.722000000000001,27.465941454791665,31781.0,41.0,0.0,5255.0
2013-04-17,11126.0,0.0,241.1,31.854,37.822,27.508,59.56999999999999,35.350750000000005,41.94,10.600000000000001,6.853999999999999,12.822000000000003,10.350750000000005,27.995077789999996,2.0,0.0,0.0,0.0,0.0,None,0.0,0.9638074231367307,-0.26659942067929354,-0.5139010013093103,-0.8578494977869301,105.0,11516.0,11313.0,10782.0,11335.0,10048.0,,10941.285714285714,494.07378473453116,10681.29411764706,486.5494276928457,203.0,181.0,246.3,224.3,236.7,224.0,233.17142857142858,7.782611876423482,231.21764705882353,6.4805705086548615,6.6611666666666665,13.187999999999995,27.83017932486111,31565.0,44.0,0.0,5304.0
2013-04-18,11072.0,0.0,243.7,31.4555,37.468,27.490000000000002,58.95166666666667,34.63766666666666,40.586,9.4,6.455500000000001,12.468000000000004,9.63766666666666,27.627527412916667,3.0,0.0,0.0,1.0,0.0,None,0.0,0.9590788900341131,-0.28313898122818354,-0.5431052396834317,-0.8396646346181327,106.0,11126.0,11516.0,11313.0,11009.0,10837.0,,10911.42857142857,472.1443483875294,10706.0,483.5203019035929,-390.0,117.0,241.1,246.3,233.7,227.3,233.79999999999998,8.277076778670127,231.76666666666668,6.70469545739929,6.853999999999999,12.822000000000003,27.995077789999996,31071.0,42.0,0.0,5288.0
